TERM;POSITION;TYPE;MODE;URI;CURRENT_TERM;AMBIGUOUS;ANOTHER_MEANING;ANOTHER_MEANING_URI;DESCRIPTION;GAZETTEER;VERIFICATION
Dios;150137;PN;FT;;;;;;;;FOUND
Castiella;150150;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;150163;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;150173;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;150181;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;150193;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;150204;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;150215;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;150225;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;150237;PPLN;PPT;;;not;;;;;VALIDATE
Pero;150256;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Cuenca;150293;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Granada;150491;PLN;FT;http://sws.geonames.org/6357709;Gorad Granada,Grana,Granaada,Granada,Granado,Granata,Graná,Grenada,Grenade,Lungsod ng Granada,Qranada,garanada,ge la na da,ge lan na da,geulanada,ghrnatt,granada,grndh,guranada,jranada,kiranata,kran a da,Γρανάδα,Горад Гранада,Гранаада,Гранада,Ґранада,Գրանադա,גרנדה,جرانادا,غرناطة,غرناطہ,گرانادا,ग्रानाडा,ग्रानादा,গ্রানাডা,ਗਰਾਨਾਦਾ,கிரனாதா,กรานาดา,გრანადა,ግራናዳ,グラナダ,格拉纳达,格蘭納達,그라나다;not;;;null;Geonames;FOUND
Gizirat;151344;PPLN;PPT;;;not;;;;;VALIDATE
Adra;151356;PLN;FT;http://sws.geonames.org/6355520;Abdera,Adra,a de la,adeula,adra,Адра,Ադրա,آدرا,عذرة,阿德拉,아드라;not;;;null;Geonames;FOUND
Tarif;151363;UN;UNI;;;not;;;;;UNIDENTIFIED
Tunez;152160;PPLN;PPT;;;not;;;;;VALIDATE
Dios;153535;PN;FT;;;;;;;;FOUND
Dios;153674;PN;FT; ; ;not; ; ; ; ;FOUND
cosa;153912;APLN;AT;http://pleiades.stoa.org/places/246360; ;yes;CN;;An ancient place, cited: BAtlas 25 G1 Cosa;Medieval;VALIDATE
Granada;154173;PLN;FT;http://sws.geonames.org/6357709;Gorad Granada,Grana,Granaada,Granada,Granado,Granata,Graná,Grenada,Grenade,Lungsod ng Granada,Qranada,garanada,ge la na da,ge lan na da,geulanada,ghrnatt,granada,grndh,guranada,jranada,kiranata,kran a da,Γρανάδα,Горад Гранада,Гранаада,Гранада,Ґранада,Գրանադա,גרנדה,جرانادا,غرناطة,غرناطہ,گرانادا,ग्रानाडा,ग्रानादा,গ্রানাডা,ਗਰਾਨਾਦਾ,கிரனாதா,กรานาดา,გრანადა,ግራናዳ,グラナダ,格拉纳达,格蘭納達,그라나다;not;;;null;Geonames;FOUND
Innocencio;154246;PPLN;PPT;;;not;;;;;VALIDATE
Alexandre;154268;PN;FT;;;;;;;;FOUND
Espanna;154380;PLN;FT;http://pleiades.stoa.org/places/992072;España;not;;;null;Freeling;FOUND
Castiella;154415;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Leon;154430;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Vltramar;154615;PPLN;PPT;;;not;;;;;VALIDATE
Dei;155377;PN;FT;;;;;;;;FOUND
Filio;155381;UN;UNI;;;not;;;;;UNIDENTIFIED
Alfonsso;155998;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonsso;156419;PN;FT; ; ;not; ; ; ; ;FOUND
Granada;157701;PLN;FT;http://sws.geonames.org/6357709;Gorad Granada,Grana,Granaada,Granada,Granado,Granata,Graná,Grenada,Grenade,Lungsod ng Granada,Qranada,garanada,ge la na da,ge lan na da,geulanada,ghrnatt,granada,grndh,guranada,jranada,kiranata,kran a da,Γρανάδα,Горад Гранада,Гранаада,Гранада,Ґранада,Գրանադա,גרנדה,جرانادا,غرناطة,غرناطہ,گرانادا,ग्रानाडा,ग्रानादा,গ্রানাডা,ਗਰਾਨਾਦਾ,கிரனாதா,กรานาดา,გრანადა,ግራናዳ,グラナダ,格拉纳达,格蘭納達,그라나다;not;;;null;Geonames;FOUND
Remondo;158228;PLN;FT;http://sws.geonames.org/6360891; ;not; ; ;null;Geonames;FOUND
Seuilla;158249;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Ferrando;158266;PN;FT; ; ;not; ; ; ; ;FOUND
Coria;158285;PLN;FT;http://sws.geonames.org/6356764;Coria,Còria,Cória,Koria,Korija,ke li ya,qwryt,Кория,Корія,Կորիա,قورية,科里亚;not;;;null;Geonames;FOUND
Johan;158464;PN;FT;;;;;;;;FOUND
Martinez;158470;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Alfonso;158494;PN;FT;;;yes;APLN;;;;FOUND
Dios;158520;PN;FT;;;;;;;;FOUND
Castiella;158533;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;158546;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;158556;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;158564;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilia;158576;PLN;FT;http://sws.geonames.org/2510911/;Sevilla;not;;; ;Medieval;FOUND
Cordoua;158587;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;158598;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;158608;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;158620;PPLN;PPT;;;not;;;;;VALIDATE
Villa;158660;PLN;FT;http://sws.geonames.org/3105769; ;not;;;null;Geonames;FOUND
Garci;159599;PN;FT;;;;;;;;FOUND
Alfonsso;159621;PN;FT;;;yes;APLN;;;;FOUND
Dios;159648;PN;FT;;;;;;;;FOUND
Castiella;159661;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;159674;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;159684;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;159692;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;159704;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;159715;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;159726;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;159736;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;159748;PPLN;PPT;;;not;;;;;VALIDATE
Madrit;159793;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Estremadura;159885;PPLN;GENT;;;not;;;;;VALIDATE
Agora;160294;PLN;FT;http://pleiades.stoa.org/places/501332;null;not; ; ;An ancient place, cited: BAtlas 51 H3 Agora;Pleiades;FOUND
Estremadura;160577;PPLN;GENT;;;not;;;;;VALIDATE
Fernando;163552;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3122557;null;Geonames;FOUND
Sant;169079;PPLN;PPT;;;not;;;;;VALIDATE
Johan;170908;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonso;170993;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;171018;PN;FT;;;;;;;;FOUND
Castiella;171031;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;171044;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;171054;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;171062;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;171074;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;171085;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;171096;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;171106;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;171118;PPLN;PPT;;;not;;;;;VALIDATE
Pero;171151;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Cuenca;171166;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Pero;171263;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Dios;171285;PN;FT;;;;;;;;FOUND
Cuenca;171301;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Cuenca;171348;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Alfonso;172514;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Yo;172666;UN;UNI;;;not;;;;;UNIDENTIFIED
Sancho;172669;APLN;AT;http://sws.geonames.org/9170929; ;yes;PN; ;null;Geonames;VALIDATE
Perez;172676;PN;FT;;;;;;;;FOUND
Alfonsso;172742;PN;FT;;;yes;APLN;;;;FOUND
Dios;172769;PN;FT;;;;;;;;FOUND
Castiella;172782;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;172795;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;172805;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;172813;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;172825;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;172836;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;172847;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;172857;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;172869;PPLN;PPT;;;not;;;;;VALIDATE
Cuenca;172961;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Yo;174036;UN;UNI;;;not;;;;;UNIDENTIFIED
Martin;174039;PN;FT;;;;;;;;FOUND
Perez;174046;PN;FT;;;;;;;;FOUND
Niebla;174106;PLN;FT;http://sws.geonames.org/6358229; ;not;;;null;Geonames;FOUND
Alfonso;174120;PN;FT;;;yes;APLN;;;;FOUND
Dios;174146;PN;FT;;;;;;;;FOUND
Castiella;174159;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;174172;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;174182;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;174190;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilia;174202;PLN;FT;http://sws.geonames.org/2510911/;Sevilla;not;;; ;Medieval;FOUND
Cordoua;174213;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;174224;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;174234;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;174246;PPLN;PPT;;;not;;;;;VALIDATE
Cuenca;174292;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Peydro;174354;PPN;PPT; ; ; ; ; ; ; ;VALIDATE
Cuenca;174701;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Dios;174798;PN;FT;;;;;;;;FOUND
Dios;174866;PN;FT; ; ;not; ; ; ; ;FOUND
Ferrando;175005;PN;FT; ; ;not; ; ; ; ;FOUND
dia;175037;APLN;AT;http://pleiades.stoa.org/places/573184;null;yes;CN;;An ancient settlement, attested by literary or documentary sources, whose precise location cannot be determined today;Pleiades;VALIDATE
Yo;175460;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;175463;PN;FT;;;;;;;;FOUND
Mathe;175469;PLN;FT;http://pleiades.stoa.org/places/806354; ;not;;;An ancient place, cited: BAtlas 82 unlocated Mathe;Medieval;FOUND
Alfonsso;175498;PN;FT;;;yes;APLN;;;;FOUND
Dios;175525;PN;FT;;;;;;;;FOUND
Castiella;175538;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;175551;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;175561;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;175569;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;175581;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;175592;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;175603;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;175613;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;175625;PPLN;PPT;;;not;;;;;VALIDATE
Villa;175885;PLN;FT;http://sws.geonames.org/3105769; ;not;;;null;Geonames;FOUND
Villa;176077;PLN;FT;http://sws.geonames.org/3105769; ;not;;;null;Geonames;FOUND
Villa;176624;PLN;FT;http://sws.geonames.org/3105769; ;not;;;null;Geonames;FOUND
Yo;177193;UN;UNI;;;not;;;;;UNIDENTIFIED
Johan;177196;PN;FT;;;;;;;;FOUND
Mathe;177202;PLN;FT;http://pleiades.stoa.org/places/806354; ;not;;;An ancient place, cited: BAtlas 82 unlocated Mathe;Medieval;FOUND
Alfonso;177291;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;177316;PN;FT;;;;;;;;FOUND
Castiella;177329;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;177342;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;177352;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;177360;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;177372;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;177383;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;177394;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;177404;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;177416;PPLN;PPT;;;not;;;;;VALIDATE
Sancto;177472;PPLN;GENT;;;not;;;;;VALIDATE
Domingo;177480;UN;UNI;;;not;;;;;UNIDENTIFIED
Maydrit;177491;PPLN;PPT;;;not;;;;;VALIDATE
Atiença;177590;PPLN;GENT;;;not;;;;;VALIDATE
Yo;177870;UN;UNI;;;not;;;;;UNIDENTIFIED
Sancho;177873;APLN;AT;http://sws.geonames.org/9170929; ;yes;PN; ;null;Geonames;VALIDATE
Perez;177880;PN;FT;;;;;;;;FOUND
Jahen;177936;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Alfonso;177985;PN;FT;;;yes;APLN;;;;FOUND
Dios;178011;PN;FT;;;;;;;;FOUND
Castiella;178024;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;178037;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;178047;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;178055;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;178067;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;178078;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;178089;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;178099;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;178111;PPLN;PPT;;;not;;;;;VALIDATE
Madrid;178340;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Sancto;178363;PPLN;GENT;;;not;;;;;VALIDATE
Yo;178973;UN;UNI;;;not;;;;;UNIDENTIFIED
Velasco;178976;PLN;FT;http://sws.geonames.org/3106220; ;not;;;null;Geonames;FOUND
Gomez;178984;PN;FT;;;;;;;;FOUND
Alfonso;179033;PN;FT;;;yes;APLN;;;;FOUND
Dios;179059;PN;FT;;;;;;;;FOUND
Castiella;179072;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;179085;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;179095;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;179103;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;179115;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;179126;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;179137;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;179147;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;179159;PPLN;PPT;;;not;;;;;VALIDATE
Cuenca;179185;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Pedro;179225;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Cuenca;179241;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Gonçaluo;179251;PN;FT;;;;;;;;FOUND
Garcia;179260;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Huepte;179281;PPLN;PPT;;;not;;;;;VALIDATE
Cuenca;179396;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Ferrando;179727;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonso;180117;PN;FT;;;yes;APLN;;;;FOUND
Dios;180143;PN;FT;;;;;;;;FOUND
Castiella;180156;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;180169;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;180179;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;180187;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;180199;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;180210;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;180221;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;180231;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;180243;PPLN;PPT;;;not;;;;;VALIDATE
Madrid;180297;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Diego;180333;PN;FT;;;;;;;;FOUND
Garcia;180339;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Nunno;180348;PN;GENT;;;;;;;;VALIDATE
Garcia;180354;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Nunno;180363;PN;GENT;;;;;;;;VALIDATE
Nunnes;180369;UN;UNI;;;not;;;;;UNIDENTIFIED
Gonçaluo;180379;PN;FT;;;;;;;;FOUND
Moriel;180388;PLN;GENT;http://sws.geonames.org/6362227; ;not;;;null;Geonames;VALIDATE
Madrid;180461;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Johan;181326;PN;FT;;;;;;;;FOUND
Garcia;181332;APLN;AT;http://sws.geonames.org/6361308; ;yes;PN; ;null;Geonames;VALIDATE
Alfonso;181374;PN;FT;;;yes;APLN;;;;FOUND
Dios;181400;PN;FT;;;;;;;;FOUND
Castiella;181413;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;181426;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;181436;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;181444;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;181456;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;181467;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;181478;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;181488;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;181500;PPLN;PPT;;;not;;;;;VALIDATE
Cuenca;181546;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Gonçalo;181611;PN;FT; ; ;not; ; ; ; ;FOUND
Cuenca;181629;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Gonçalo;181972;PN;FT; ; ;not; ; ; ; ;FOUND
Alfonso;182448;PN;FT;;;yes;APLN;;;;FOUND
Dios;182474;PN;FT;;;;;;;;FOUND
Castiella;182487;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;182500;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;182510;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;182518;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilia;182530;PLN;FT;http://sws.geonames.org/2510911/;Sevilla;not;;; ;Medieval;FOUND
Cordoua;182541;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;182552;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;182562;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;182574;PPLN;PPT;;;not;;;;;VALIDATE
Cuenca;182597;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Sancta;182751;PPN;GENT;;;;;;;;VALIDATE
Cuenca;182787;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Yo;183071;UN;UNI;;;not;;;;;UNIDENTIFIED
Gonçaluo;183074;PN;FT;;;;;;;;FOUND
Alfonso;183136;PN;FT;;;yes;APLN;;;;FOUND
Dios;183162;PN;FT;;;;;;;;FOUND
Castiella;183175;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;183188;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;183198;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;183206;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;183218;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;183229;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murcia;183240;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;183250;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarue;183262;PPLN;PPT;;;not;;;;;VALIDATE
Sancto;183382;PPLN;GENT;;;not;;;;;VALIDATE
Domingo;183390;UN;UNI;;;not;;;;;UNIDENTIFIED
Madrit;183401;PLN;FT;http://sws.geonames.org/6359304/;Madrid;not;;; ;Medieval;FOUND
Mançanares;183544;PPLN;GENT;;;not;;;;;VALIDATE
Yo;183848;UN;UNI;;;not;;;;;UNIDENTIFIED
Gonçaluo;183851;PN;FT;;;;;;;;FOUND
FFerrandez;183860;PN;FT;;;;;;;;FOUND
Alfonsso;183954;PN;FT; ; ;not; ; ; ; ;FOUND
Dios;183980;PN;FT;;;;;;;;FOUND
Castiella;183993;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;184006;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;184016;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;184024;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
Seuilla;184036;PLN;FT;http://pleiades.stoa.org/places/256210;Sevilla;not;;; ;Medieval;FOUND
Cordoua;184047;PLN;FT;http://pleiades.stoa.org/places/256128;Córdoba;not;;; ;Medieval;FOUND
Murçia;184058;PLN;FT;http://sws.geonames.org/6362997/;Murcia;not;;; ;Medieval;FOUND
Jahen;184068;PLN;FT;http://pleiades.stoa.org/places/265810;Jaén;not;;; ;Medieval;FOUND
Algarbe;184080;PPLN;PPT;;;not;;;;;VALIDATE
Pedro;184123;PN;FT; ; ;yes;APLN;http://sws.geonames.org/3114106;null;Geonames;FOUND
Cuenca;184139;PLN;FT;http://sws.geonames.org/6357429; ;not;;;null;Geonames;FOUND
Portogal;184351;PLN;FT;http://pleiades.stoa.org/places/991319;Portugal;not;;;null;Freeling;FOUND
Gonçaluo;184836;PN;FT;;;;;;;;FOUND
Toledo;184875;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Pero;184919;UN;UNI;;;not;;;;;UNIDENTIFIED
Martinez;184924;APLN;AT;http://sws.geonames.org/9170045; ;yes;PN; ;null;Geonames;VALIDATE
Alfonso;185007;PN;FT; ; ;yes;APLN;http://sws.geonames.org/10240358;null;Geonames;FOUND
Dios;185032;PN;FT;;;;;;;;FOUND
Castiella;185045;PLN;FT; ;Castilla;not;;; ;Medieval;FOUND
Toledo;185058;PLN;FT;http://pleiades.stoa.org/places/266066;Toledo;not;;; ;Medieval;FOUND
Leon;185068;PLN;FT;http://pleiades.stoa.org/places/236512;León;not;;; ;Medieval;FOUND
Gallizia;185076;PLN;FT;http://pleiades.stoa.org/places/991317;Galicia;not;;; ;Medieval;FOUND
